uid,register_date,login_duration,login_days,login_count,churn_or_not,pay_in_may,pay_to_may,level
202779088000172,2/16/18,304.233,2,4,1,0.00 ,0.00 ,2
203061428000172,2/16/18,1379.745,1,1,0,0.00 ,6.986,14
203679225000172,2/16/18,1394.572,1,1,0,0.00 ,0.00 ,1
203932092000172,2/16/18,2161.592,2,3,1,0.00 ,0.00 ,3
206861156000172,2/16/18,3994.353,2,4,0,0.00 ,0.00 ,3
207057350000172,2/16/18,214.665,2,2,1,0.00 ,0.00 ,12
207258035000172,2/16/18,3.918,1,1,1,0.00 ,0.00 ,7
207286458000172,2/16/18,51.076,1,1,0,0.00 ,0.00 ,1
207495873000172,2/16/18,134003.302,30,265,0,3.493,10.486,17
208295966000172,2/16/18,1593.906,1,3,0,0.00 ,0.00 ,3
208873253000172,2/16/18,1259.217,1,2,1,0.00 ,0.00 ,3
209289446000172,2/16/18,4956.316,3,9,1,0.00 ,0.00 ,5
210865681000159,2/1/18,1749.027,2,2,0,1.386,1.386,17
210900279000172,2/16/18,326133.757,31,256,0,0.00 ,0.00 ,22
211219405000172,2/16/18,2215.396,6,17,0,0.00 ,0.00 ,1
212484351000172,2/16/18,321.208,1,2,1,0.00 ,0.00 ,2
212762200000172,2/16/18,2189.69,4,5,0,0.00 ,0.00 ,1
213894847000172,2/16/18,1895.204,2,2,0,0.00 ,0.00 ,4
216010365000172,2/16/18,457.13,1,2,1,0.00 ,0.00 ,2
216198408000172,2/16/18,703.982,1,2,0,0.00 ,0.00 ,2
217538062000172,2/16/18,23774.122,20,37,0,0.00 ,18.179,11
218336855000172,2/16/18,717.663,1,1,1,0.00 ,0.00 ,2
218787699000172,2/16/18,8.881,1,1,1,0.00 ,0.00 ,3
219277003000172,2/16/18,45530.901,31,73,0,0.00 ,74.144,17
220468167000172,2/16/18,1351.688,2,2,1,0.00 ,0.00 ,1
221362049000172,2/16/18,609.674,1,1,0,0.00 ,0.00 ,1
221372622000172,2/16/18,1592.281,3,7,1,0.00 ,0.00 ,4
22164770000172,2/15/18,172443.682,29,206,0,0.00 ,0.00 ,20
222328478000172,2/16/18,85.311,1,1,0,0.00 ,0.00 ,4
222442649000172,2/16/18,584.427,1,2,1,0.00 ,17.486,4
223891039000172,2/16/18,395.933,1,1,1,0.00 ,0.00 ,1
224539939000172,2/16/18,409.189,1,1,1,0.00 ,0.00 ,6
225813743000172,2/16/18,244128.106,31,437,0,132.867,633.710,22
226159354000172,2/16/18,156407.49,31,317,0,0.00 ,0.00 ,17
226750987000172,2/16/18,3931.242,2,6,0,0.00 ,0.00 ,5
2268873000172,2/15/18,188263.551,31,246,0,3.493,6.986,18
230853337000172,2/16/18,1728.128,2,2,0,0.00 ,0.00 ,3
233037694000159,2/1/18,4888.953,2,4,0,11589.389,15166.851,30
236007110000172,2/16/18,226955.817,31,155,0,230.839,344.162,19
236122885000172,2/16/18,82889.462,31,82,0,118.923,283.325,18
237707491000172,2/16/18,75.85,1,1,1,0.00 ,0.00 ,3
237869154000172,2/16/18,168870.992,31,291,0,0.00 ,290.325,21
238659383000172,2/16/18,56.502,1,1,1,0.00 ,0.00 ,10
241128995000172,2/16/18,45853.282,28,65,0,0.00 ,633.353,20
241476627000172,2/16/18,40752.747,28,79,0,0.00 ,0.00 ,13
243385881000172,2/16/18,66.141,1,1,1,0.00 ,0.00 ,1
243760044000172,2/16/18,150.487,1,1,1,0.00 ,0.00 ,8
244328892000172,2/16/18,111468.491,30,217,0,0.00 ,0.00 ,17
244840980000172,2/16/18,290.049,1,2,1,0.00 ,0.00 ,2
244885740000172,2/16/18,1720.312,1,2,0,0.00 ,0.00 ,11
24506113000172,2/15/18,215361.599,31,504,0,703.892,3773.812,30
245375758000172,2/16/18,60679.035,30,31,0,0.00 ,0.00 ,18
245436360000172,2/16/18,120.058,1,1,1,0.00 ,0.00 ,3
248412727000172,2/16/18,99.909,1,1,1,0.00 ,0.00 ,2
248852880000172,2/16/18,65.162,1,1,1,0.00 ,0.00 ,1
25059355000172,2/15/18,21644.879,15,45,1,0.00 ,0.00 ,15
2508883000172,2/15/18,134206.43,31,476,0,0.00 ,0.693,19
252869888000172,2/16/18,351318.188,31,509,0,0.00 ,6.986,19
253533650000172,2/16/18,530.921,1,1,1,0.00 ,0.00 ,2
253868898000172,2/16/18,105.143,1,1,1,0.00 ,0.00 ,3
255613767000172,2/16/18,671.068,1,1,1,0.00 ,0.00 ,7
256108684000172,2/16/18,170.151,1,1,0,0.00 ,0.00 ,2
256181795000172,2/16/18,261.741,1,1,1,0.00 ,0.00 ,6
258335665000177,2/22/18,167594.995,31,281,0,0.00 ,39.172,20
25932472000172,2/15/18,22.416,1,1,1,0.00 ,0.00 ,1
261350482000172,2/16/18,626.584,1,1,1,0.00 ,0.00 ,1
261688911000172,2/16/18,145978.852,29,72,0,11.872,194.383,19
262550501000172,2/16/18,109245.26,31,120,0,0.00 ,3.493,18
263551081000172,2/16/18,111718.632,31,324,0,0.00 ,0.00 ,16
266372716000172,2/16/18,323979.096,31,812,0,90.937,160.853,20
268135651000172,2/16/18,68.86,1,2,1,0.00 ,0.00 ,1
26849527000172,2/15/18,24666.302,29,105,0,0.00 ,0.00 ,11
27003333000172,2/15/18,82080.44,31,133,0,0.00 ,0.00 ,14
270776124000172,2/16/18,3738.671,1,1,0,0.00 ,3.493,13
270975210000172,2/16/18,1492.153,3,5,1,0.00 ,0.00 ,3
274144012000159,2/1/18,2721.946,1,3,0,59.472,143.409,20
27439598000172,2/15/18,153266.358,31,283,0,0.00 ,0.00 ,17
275903527000172,2/16/18,53.045,1,1,1,0.00 ,0.00 ,1
282322769000172,2/16/18,6499.022,3,7,0,0.00 ,0.00 ,3
285756049000172,2/16/18,26.994,2,2,1,0.00 ,0.00 ,1
288598022000172,2/16/18,1664.494,2,2,1,0.00 ,0.00 ,4
29131100000172,2/15/18,48430.277,29,237,0,45.479,220.423,19
294301808000172,2/16/18,44.234,1,1,1,0.00 ,0.00 ,5
29469561000172,2/15/18,64.249,1,1,1,0.00 ,0.00 ,2
29950816000172,2/15/18,216.772,1,1,0,0.00 ,0.00 ,6
305558334000172,2/16/18,865.147,2,2,1,0.00 ,0.00 ,2
306638254000172,2/16/18,206605.664,28,187,0,2.079,2.079,17
308049167000172,2/16/18,848.532,1,2,0,0.00 ,0.00 ,1
308147847000172,2/16/18,63510.309,29,106,0,0.00 ,129.430,20
309345821000172,2/16/18,132848.975,13,81,1,0.00 ,0.00 ,13
310651767000172,2/16/18,510.355,2,2,1,0.00 ,0.00 ,2
31191540000172,2/15/18,59395.908,30,127,0,0.00 ,0.00 ,17
320890144000172,2/16/18,1205.288,1,1,1,0.00 ,0.00 ,1
323892304000175,2/20/18,70058.853,30,114,0,0.00 ,0.00 ,17
325776350000172,2/16/18,40543.931,27,95,1,0.00 ,0.00 ,14
326339003000172,2/16/18,136.356,1,1,0,0.00 ,0.00 ,2
329613180000172,2/16/18,40.918,1,1,1,0.00 ,0.00 ,2
336049546000172,2/16/18,3371.309,1,8,0,0.00 ,0.00 ,5
33768427000172,2/15/18,141665.176,28,155,0,0.00 ,0.00 ,17
339030720000172,2/16/18,57.943,1,1,0,0.00 ,0.00 ,1
34024032000172,2/15/18,335247.947,31,439,0,186.774,680.666,22
341502571000172,2/16/18,70656.243,31,76,0,0.00 ,0.00 ,17
342043347000172,2/16/18,349.796,1,2,1,0.00 ,0.00 ,3
342099855000172,2/16/18,619.61,1,1,1,0.00 ,0.00 ,6
347127885000172,2/16/18,65.966,1,1,1,0.00 ,0.00 ,5
348312311000172,2/16/18,154.268,1,1,1,0.00 ,0.00 ,6
351015184000172,2/16/18,132713.341,30,186,0,0.00 ,41.958,19
351425787000172,2/16/18,232.411,1,1,1,0.00 ,0.00 ,4
352469848000172,2/16/18,461.72,1,1,1,0.00 ,0.00 ,3
354587945000172,2/16/18,263797.889,31,420,0,363.055,1508.283,26
354984858000172,2/16/18,1645.343,1,1,1,0.00 ,0.00 ,1
35655210000173,2/17/18,390896.872,31,485,0,17.493,270.053,24
3570848000172,2/15/18,163937.169,31,222,0,27.986,186.053,20
357730785000172,2/16/18,8214.068,3,5,1,0.693,0.693,5
358127649000172,2/16/18,6275.919,6,7,0,0.00 ,0.00 ,5
358359161000172,2/16/18,2813.591,4,4,1,0.00 ,0.00 ,3
358395731000172,2/16/18,48491.254,12,92,1,0.00 ,5.572,14
358514224000172,2/16/18,339.646,1,1,1,0.00 ,0.00 ,2
359562131000172,2/16/18,8.037,1,1,0,0.00 ,0.00 ,1
362450417000172,2/16/18,1461.534,2,2,0,0.00 ,0.00 ,4
363132684000173,2/17/18,362782.705,31,829,0,4.879,5.572,20
364343407000172,2/16/18,82982.998,27,78,0,0.00 ,200.018,19
370729340000172,2/16/18,126581.932,31,426,0,0.00 ,0.00 ,18
370985118000172,2/16/18,961651.256,31,777,0,207.074,458.178,20
371368805000172,2/16/18,972.256,2,5,0,0.00 ,0.00 ,2
371474434000172,2/16/18,1670.672,2,2,1,0.00 ,0.00 ,2
374537565000172,2/16/18,21388.802,10,25,0,0.00 ,0.00 ,11
375025293000172,2/16/18,720.336,2,2,1,0.00 ,0.00 ,13
377653475000172,2/16/18,132.088,1,1,1,0.00 ,0.00 ,2
378378926000172,2/16/18,64.455,1,1,1,0.00 ,0.00 ,1
38493196000172,2/15/18,72309.251,31,203,0,0.00 ,3.493,17
387577119000172,2/16/18,110.58,1,1,1,0.00 ,0.00 ,1
387907610000172,2/16/18,6.317,1,1,1,0.00 ,0.00 ,5
389440024000172,2/16/18,101.868,1,1,1,0.00 ,0.00 ,1
390130416000172,2/16/18,10.691,1,1,0,0.00 ,0.00 ,3
392077633000172,2/16/18,8950.57,6,13,0,0.00 ,0.00 ,6
393010284000172,2/16/18,6133.11,6,12,1,0.00 ,0.00 ,8
394413126000172,2/16/18,411008.791,31,399,0,398.839,1280.377,24
395929517000172,2/16/18,760.989,2,2,1,0.00 ,0.00 ,3
398883371000172,2/16/18,1123.198,1,1,1,0.00 ,0.00 ,5
400486618000172,2/16/18,441162.888,31,928,0,18.179,477.813,23
400539713000172,2/16/18,4410.387,1,3,1,0.00 ,0.00 ,5
403220849000172,2/16/18,407663.376,31,667,0,34.972,125.902,18
403977329000172,2/16/18,17584.272,25,66,1,0.00 ,0.00 ,9
404066641000172,2/16/18,12204.622,10,21,1,0.00 ,20.979,16
404839898000172,2/16/18,237.434,2,2,0,0.00 ,0.00 ,6
405482453000172,2/16/18,306.345,2,3,1,0.00 ,0.00 ,3
40575382000173,2/17/18,54629.944,29,106,0,230.937,2347.653,25
405920585000172,2/16/18,762.358,2,2,0,0.00 ,0.00 ,6
407058479000172,2/16/18,402822.142,30,613,0,21.679,67.809,21
40778445000172,2/15/18,268717.375,31,403,0,24.486,66.465,21
408965935000172,2/16/18,510.085,1,1,1,0.00 ,0.00 ,1
410904231000172,2/16/18,1475.664,1,2,1,0.00 ,0.00 ,5
410942983000172,2/16/18,619.432,1,1,0,0.00 ,0.00 ,2
41356552000172,2/15/18,3988.376,2,3,1,0.00 ,0.00 ,5
41559911000172,2/15/18,48.406,1,1,1,0.00 ,0.00 ,1
416449017000172,2/16/18,402.5,1,1,1,0.00 ,0.00 ,2
418370356000172,2/16/18,300690.375,31,541,0,0.693,0.693,21
418857122000172,2/16/18,72.717,1,1,1,0.00 ,0.00 ,3
420175428000172,2/16/18,621.258,1,2,1,0.00 ,0.00 ,5
422650710000172,2/16/18,494773.416,31,1011,0,83.181,341.215,21
423350288000172,2/16/18,14789.842,6,29,1,0.00 ,13.972,13
425342938000172,2/16/18,507.391,1,1,1,0.00 ,0.00 ,3
426202261000172,2/16/18,186.523,2,2,0,0.00 ,0.00 ,7
427159769000172,2/16/18,4029.712,3,4,1,0.00 ,0.00 ,13
427302972000180,2/28/18,134845.211,31,316,0,55.979,430.304,20
427923452000172,2/16/18,183759.969,31,513,0,0.693,0.693,17
430463824000172,2/16/18,369.667,1,1,1,0.00 ,0.00 ,3
431071863000172,2/16/18,134.545,1,1,0,0.00 ,0.00 ,3
431279631000172,2/16/18,57311.221,6,74,1,0.00 ,17.486,18
431298165000172,2/16/18,454197.266,31,754,0,0.00 ,0.00 ,17
431467908000172,2/16/18,306403.608,31,395,0,0.00 ,0.00 ,21
432602812000172,2/16/18,359.269,1,1,0,0.00 ,0.00 ,1
433037838000172,2/16/18,1325.092,1,1,1,0.00 ,0.00 ,3
433445364000172,2/16/18,625.835,1,1,0,0.00 ,0.00 ,3
433577558000172,2/16/18,230760.807,31,344,0,167.146,505.673,21
433599798000172,2/16/18,288611.52,31,441,0,24.479,31.472,20
435939716000172,2/16/18,863.025,1,1,1,0.00 ,24.479,8
437119679000172,2/16/18,101446.58,29,233,0,0.693,53.151,19
437757446000172,2/16/18,706.382,1,1,1,0.00 ,0.00 ,3
441413306000172,2/16/18,63.519,1,1,1,0.00 ,0.00 ,3
442688654000172,2/16/18,38.991,1,2,1,0.00 ,0.00 ,2
444627600000172,2/16/18,1974.884,2,2,1,0.00 ,0.00 ,6
445899244000172,2/16/18,201.808,1,1,1,0.00 ,0.00 ,2
446297002000172,2/16/18,5258.715,2,62,0,0.00 ,0.00 ,5
447342301000172,2/16/18,3706.574,3,4,1,0.00 ,0.00 ,7
449140821000172,2/16/18,1688.321,2,2,0,0.00 ,0.00 ,2
449242349000172,2/16/18,464.517,1,1,1,0.00 ,0.00 ,3
449466572000172,2/16/18,62050.852,31,222,0,0.00 ,5.572,14
450627871000172,2/16/18,86551.529,17,174,1,0.00 ,38.465,19
452354217000172,2/16/18,1438.328,1,3,1,0.00 ,0.00 ,3
452772211000172,2/16/18,114.027,1,1,1,0.00 ,0.00 ,4
453551531000172,2/16/18,24413.983,25,96,0,0.00 ,6.993,14
454117318000172,2/16/18,42.592,1,1,1,0.00 ,0.00 ,2
457260181000172,2/16/18,290948.839,31,364,0,69.223,210.497,20
457657706000172,2/16/18,15183.333,11,14,0,0.00 ,0.00 ,4
457921397000172,2/16/18,804.26,1,1,1,0.00 ,38.472,18
458787924000172,2/16/18,382932.032,31,483,0,45.465,903.210,24
458889533000172,2/16/18,225.7,1,1,1,0.00 ,0.00 ,6
459270417000172,2/16/18,144661.251,28,158,0,0.00 ,0.00 ,22
459817172000172,2/16/18,296352.003,31,333,0,113.295,265.076,19
460342241000172,2/16/18,173842.81,30,114,0,0.00 ,66.444,20
462040438000172,2/16/18,96.56,2,2,1,0.00 ,0.00 ,2
463128102000172,2/16/18,58538.272,31,82,0,0.00 ,3.493,15
463398485000172,2/16/18,386.847,2,2,0,0.00 ,0.00 ,2
463693822000172,2/16/18,15327.416,4,10,0,0.00 ,0.00 ,8
46492683000172,2/15/18,674.879,1,1,1,0.00 ,0.00 ,2
46680011000172,2/15/18,655.222,1,1,1,0.00 ,0.00 ,2
466910789000172,2/16/18,1284.775,1,5,1,0.00 ,0.00 ,3
467650498000172,2/16/18,3345.09,10,13,1,0.00 ,0.00 ,12
471882018000172,2/16/18,64285.656,31,275,0,0.00 ,0.00 ,17
47287221000172,2/15/18,829191.566,31,932,0,0.00 ,77.658,20
473890733000172,2/16/18,1598.817,3,3,1,0.00 ,60.116,16
476256268000172,2/16/18,142407.312,30,212,0,0.00 ,0.00 ,17
476764149000172,2/16/18,58360.127,25,54,0,0.00 ,6.993,15
477434939000172,2/16/18,693.172,1,1,1,0.00 ,0.00 ,4
478794538000172,2/16/18,11172.516,9,22,0,0.00 ,0.00 ,9
481454004000172,2/16/18,164035.422,31,385,0,0.00 ,98.637,19
482920731000172,2/16/18,82500.091,31,271,0,0.00 ,0.00 ,12
483270009000172,2/16/18,73.928,1,1,1,0.00 ,0.00 ,2
483686802000172,2/16/18,719.032,1,1,1,0.00 ,0.00 ,4
48409878000172,2/15/18,651.635,1,2,1,0.00 ,977.270,22
484244773000172,2/16/18,752825.859,31,820,0,18.186,18.186,21
485297566000172,2/16/18,89142.456,31,160,0,0.00 ,0.00 ,19
485385534000172,2/16/18,1926.559,1,3,1,0.00 ,0.00 ,2
486003023000172,2/16/18,7.309,1,1,1,0.00 ,0.00 ,5
486327486000172,2/16/18,130388.06,31,342,0,0.00 ,116.088,21
486338167000172,2/16/18,48534.646,26,123,0,0.00 ,0.00 ,17
486450294000172,2/16/18,438.324,3,3,0,0.00 ,0.00 ,2
486586659000172,2/16/18,140.637,1,1,1,0.00 ,0.00 ,6
486793994000172,2/16/18,881.835,3,4,0,0.00 ,0.00 ,10
488961434000172,2/16/18,564.075,2,2,0,0.00 ,0.00 ,6
489502298000172,2/16/18,127917.96,31,251,0,38.479,360.283,22
490140306000172,2/16/18,386.35,1,1,1,0.00 ,3.493,3
490223503000172,2/16/18,84.928,1,1,1,0.00 ,0.00 ,3
491273743000172,2/16/18,231.596,1,1,1,0.00 ,0.00 ,1
492227266000172,2/16/18,354.909,1,1,1,0.00 ,0.00 ,6
492597877000172,2/16/18,125508.699,31,201,0,0.00 ,0.00 ,16
494709777000176,2/22/18,123904.345,25,171,0,0.00 ,0.00 ,17
49685532000172,2/15/18,368903.152,31,453,0,34.258,80.430,22
498930986000172,2/16/18,702.83,1,1,0,0.00 ,0.00 ,5
501992742000172,2/16/18,1007.707,2,4,1,0.00 ,0.00 ,3
502291462000172,2/16/18,1353.976,2,3,1,0.00 ,0.00 ,4
503895584000172,2/16/18,44.727,1,1,1,0.00 ,0.00 ,1
504413743000172,2/16/18,359270.964,31,537,0,1.386,5.572,20
505401597000172,2/16/18,460.881,1,1,0,0.00 ,0.00 ,1
507211588000172,2/16/18,282.727,3,3,0,0.00 ,0.00 ,4
508295378000172,2/16/18,589.496,1,1,1,0.00 ,0.00 ,4
509950612000172,2/16/18,13847.845,31,168,0,0.00 ,0.00 ,11
511286450000172,2/16/18,6808.809,13,22,0,0.00 ,0.00 ,13
511319368000172,2/16/18,598.85,1,1,0,0.00 ,0.00 ,3
51144225000172,2/15/18,6.541,1,1,1,0.00 ,0.00 ,2
511738115000172,2/16/18,57409.117,7,20,0,0.00 ,0.00 ,14
511771697000172,2/16/18,204432.855,31,440,0,0.00 ,0.00 ,17
515316704000172,2/16/18,85.911,1,1,1,0.00 ,13.993,11
516668267000172,2/16/18,1643.312,2,2,1,0.00 ,0.00 ,2
517096190000172,2/16/18,22.527,2,2,1,0.00 ,0.00 ,5
518031700000172,2/16/18,938979.655,31,1018,0,8.372,33.544,19
518918928000172,2/16/18,152596.183,31,416,0,148.960,436.443,23
52144184000172,2/15/18,634.505,1,1,1,0.00 ,0.00 ,1
522249633000172,2/16/18,607.266,1,1,1,0.00 ,0.00 ,3
522416855000172,2/16/18,995.354,2,4,1,0.00 ,0.00 ,4
524208310000172,2/16/18,44.84,1,1,1,0.00 ,0.00 ,2
525063244000172,2/16/18,445.809,1,1,1,0.00 ,0.00 ,1
527024431000172,2/16/18,183.019,1,1,1,0.00 ,0.00 ,2
528549694000172,2/16/18,92298.398,24,135,0,0.00 ,20.986,15
528844155000172,2/16/18,354.874,1,1,0,0.00 ,0.00 ,2
53034738000172,2/15/18,677.035,1,1,1,0.00 ,0.00 ,2
530370175000172,2/16/18,167.901,1,2,1,0.00 ,0.00 ,2
530427134000172,2/16/18,186.874,1,1,1,0.00 ,0.00 ,2
530874747000172,2/16/18,870.642,1,1,1,0.00 ,0.00 ,3
531727007000172,2/16/18,54986.967,31,229,0,77.630,224.539,16
532146851000172,2/16/18,20.496,1,1,1,0.00 ,0.00 ,3
534020288000172,2/16/18,45.902,1,1,0,0.00 ,0.00 ,1
536216441000172,2/16/18,183.557,1,1,1,0.00 ,0.00 ,3
536328200000172,2/16/18,187.578,1,1,1,0.00 ,0.00 ,5
53692188000172,2/15/18,516.62,1,2,1,0.00 ,0.00 ,6
539044645000172,2/16/18,4151.099,4,9,1,0.693,766.605,24
539138556000172,2/16/18,3114.116,6,20,1,0.00 ,0.00 ,3
540135750000172,2/16/18,4298.826,2,13,1,0.00 ,0.00 ,4
540717376000172,2/16/18,14335.875,5,10,1,0.00 ,10.479,15
541433223000172,2/16/18,1783.791,2,3,1,0.00 ,0.00 ,2
543891450000159,2/1/18,1585.425,1,3,0,0.00 ,0.00 ,19
543991469000172,2/16/18,66.808,1,1,1,0.00 ,0.00 ,2
544272091000172,2/16/18,28138.043,30,80,0,24.486,209.860,21
545931040000172,2/16/18,513.623,1,1,1,0.00 ,0.00 ,2
547192564000172,2/16/18,190.05,1,1,1,0.00 ,0.00 ,2
549007046000172,2/16/18,42.683,1,1,1,0.00 ,0.00 ,10
549383266000172,2/16/18,731.02,1,1,1,0.00 ,0.00 ,3
549531580000172,2/16/18,552623.756,31,539,0,2433.123,9028.768,30
549619638000172,2/16/18,65785.508,28,128,0,0.00 ,31.479,16
54989769000172,2/15/18,467764.577,31,981,0,230.111,781.403,22
550003425000172,2/16/18,489.198,1,1,1,0.00 ,0.00 ,4
552434530000172,2/16/18,469.824,1,6,1,0.00 ,0.00 ,1
555214207000172,2/16/18,76.796,1,1,1,0.00 ,0.00 ,2
55562758000172,2/15/18,1242.826,1,1,1,0.00 ,0.00 ,2
556236864000172,2/16/18,168199.031,31,281,0,0.693,2.079,16
556482972000172,2/16/18,117193.714,31,207,0,0.00 ,0.00 ,19
557671685000172,2/16/18,1362.074,1,2,1,0.00 ,0.00 ,6
560268803000172,2/16/18,204.899,1,2,1,0.00 ,0.00 ,1
56043061000172,2/15/18,3438.139,4,8,0,0.00 ,0.00 ,6
561214084000172,2/16/18,890.65,3,3,0,0.00 ,0.00 ,7
561431960000172,2/16/18,240.663,2,2,0,0.00 ,0.00 ,3
561587556000172,2/16/18,5156.52,5,8,1,0.00 ,0.00 ,3
561793428000172,2/16/18,15.086,1,1,1,0.00 ,0.00 ,6
561863543000172,2/16/18,78736.905,26,122,1,0.693,0.693,19
562319465000172,2/16/18,2118.767,2,2,0,0.00 ,0.00 ,4
564185661000172,2/16/18,154402.81,31,290,0,8.372,76.895,20
564785866000172,2/16/18,10.922,1,1,1,0.00 ,0.00 ,2
564942758000172,2/16/18,606.302,1,1,1,0.00 ,0.00 ,1
565869443000172,2/16/18,176.319,1,1,1,0.00 ,0.00 ,5
566455581000172,2/16/18,833.894,3,6,1,0.00 ,0.00 ,6
567725258000172,2/16/18,162408.501,30,155,0,0.00 ,24.479,16
568477980000172,2/16/18,67477.202,31,88,0,0.00 ,0.00 ,15
569420901000172,2/16/18,86.705,1,1,1,0.00 ,0.00 ,9
569749917000172,2/16/18,2611.752,3,11,1,0.00 ,0.00 ,10
570592408000172,2/16/18,618.421,1,1,1,0.00 ,0.00 ,2
572704605000172,2/16/18,58031.71,30,173,0,4.879,20.237,17
573104918000172,2/16/18,361.484,1,1,1,0.00 ,0.00 ,6
573289402000172,2/16/18,196.582,1,1,1,0.00 ,0.00 ,3
573959993000172,2/16/18,113733.529,31,163,0,0.00 ,0.00 ,13
573984278000172,2/16/18,27.91,1,1,1,0.00 ,0.00 ,2
574051092000172,2/16/18,595677.448,31,1922,0,414.113,1842.841,25
574096634000172,2/16/18,73795.948,30,101,0,13.993,269.346,18
574328559000172,2/16/18,550480.487,31,1273,0,402.241,850.570,22
57497193000172,2/15/18,675.64,1,1,1,0.00 ,0.00 ,2
576677331000172,2/16/18,5305.863,3,20,1,0.00 ,0.00 ,10
577366752000172,2/16/18,1802.088,1,2,1,0.00 ,0.00 ,4
577782627000172,2/16/18,3432.334,2,5,1,0.00 ,0.00 ,2
578971204000172,2/16/18,2289.125,3,4,0,0.00 ,0.00 ,2
579867667000172,2/16/18,119.086,1,1,1,0.00 ,0.00 ,4
5843716000172,2/15/18,70.875,1,1,0,0.00 ,0.00 ,8
586278954000172,2/16/18,980.383,6,7,0,0.00 ,0.00 ,7
586899544000172,2/16/18,10.249,1,1,0,0.00 ,0.00 ,6
587114961000172,2/16/18,307.629,1,2,1,0.00 ,0.00 ,2
588364008000172,2/16/18,25.848,1,1,0,0.00 ,0.00 ,4
588581454000172,2/16/18,205036.277,31,339,0,0.00 ,0.00 ,17
588895511000172,2/16/18,296.434,1,1,0,0.00 ,0.00 ,1
589156821000172,2/16/18,794.672,1,1,1,0.00 ,0.00 ,5
589677469000173,2/18/18,82157.878,31,174,0,0.00 ,0.00 ,15
591277042000172,2/16/18,67.088,1,1,1,0.00 ,0.00 ,9
591397135000172,2/16/18,2033.028,3,3,1,0.00 ,0.00 ,11
592558566000172,2/16/18,1746.957,1,2,0,0.00 ,0.00 ,5
592805706000172,2/16/18,531.414,2,3,1,0.00 ,0.00 ,6
592910280000172,2/16/18,27.544,1,1,1,0.00 ,0.00 ,1
59301318000172,2/15/18,206787.623,31,569,0,0.00 ,0.00 ,19
593122454000172,2/16/18,956.179,2,2,0,0.00 ,0.00 ,1
593647982000172,2/16/18,1098.957,1,2,0,0.00 ,0.00 ,3
594615661000172,2/16/18,75.77,1,1,1,0.00 ,0.00 ,2
595009988000172,2/16/18,497312.641,31,553,0,1.386,1.386,19
595319891000172,2/16/18,105736.282,29,286,0,0.00 ,0.00 ,16
597440838000172,2/16/18,825.247,1,1,1,0.00 ,0.00 ,2
598033885000172,2/16/18,404139.203,31,609,0,0.00 ,0.00 ,20
599192668000172,2/16/18,939.517,2,2,0,0.00 ,0.00 ,7
599204370000172,2/16/18,1496.107,1,3,1,0.00 ,164.444,17
599812356000172,2/16/18,54753.966,30,111,0,2.079,3.465,16
599841141000172,2/16/18,109883.662,31,284,0,0.00 ,3.493,17
600591407000172,2/16/18,371176.809,31,781,0,147.644,917.329,22
600917196000171,2/15/18,357954.528,31,737,0,49.672,917.182,25
600926034000172,2/16/18,42.504,1,1,1,0.00 ,0.00 ,1
601753588000172,2/16/18,1530.197,2,2,1,0.00 ,0.00 ,6
602556929000172,2/16/18,337.187,2,2,0,0.00 ,0.00 ,2
603475044000172,2/16/18,623.043,1,2,1,0.00 ,0.00 ,3
604619063000172,2/17/18,189504.9,29,253,0,0.00 ,0.00 ,18
604671868000172,2/17/18,616.95,1,1,0,0.00 ,0.00 ,2
604747685000172,2/17/18,371.726,1,1,0,0.00 ,0.00 ,1
605328838000172,2/17/18,392.37,1,1,0,0.00 ,0.00 ,2
606163944000172,2/17/18,149.966,1,1,0,0.00 ,0.00 ,2
607017226000172,2/17/18,402.58,2,2,1,0.00 ,0.00 ,4
607306393000172,2/17/18,608.162,1,1,1,0.00 ,0.00 ,4
60753849000172,2/15/18,1751.605,1,1,1,0.00 ,0.00 ,3
608150291000172,2/17/18,171.287,1,2,1,0.00 ,0.00 ,2
608210661000172,2/17/18,859943.364,31,1024,0,1901.893,5952.107,28
608598236000172,2/17/18,156452.419,31,376,0,0.00 ,0.00 ,15
609089951000172,2/17/18,97.296,1,1,1,0.00 ,0.00 ,1
609137466000172,2/17/18,688198.992,31,1435,0,250.411,556.857,24
609149043000172,2/17/18,4270.113,5,5,0,0.00 ,0.00 ,4
609550535000172,2/17/18,26502.508,19,32,0,0.00 ,0.00 ,19
609873767000172,2/17/18,107162.117,29,123,0,59.465,150.374,18
610176270000172,2/17/18,211.281,2,2,1,0.00 ,0.00 ,4
610806766000172,2/17/18,1446.18,1,1,1,0.00 ,0.00 ,4
611266567000172,2/17/18,307.938,1,1,1,0.00 ,0.00 ,3
611312239000172,2/17/18,549.327,1,1,0,0.00 ,0.00 ,6
611578746000172,2/17/18,82398.685,31,112,0,0.00 ,0.00 ,18
61206674000172,2/15/18,110356.332,31,68,0,0.00 ,0.00 ,18
612152326000172,2/17/18,7.317,1,1,1,0.00 ,0.00 ,4
612380927000172,2/17/18,8541.427,9,10,0,0.00 ,0.00 ,9
612690924000172,2/17/18,16.657,1,1,0,0.00 ,0.00 ,10
612937192000172,2/17/18,101.262,1,1,1,0.00 ,0.00 ,2
61301502000172,2/15/18,471.365,1,1,1,0.00 ,0.00 ,2
